ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
UrgzGbGVV8I,30,40,"/m/02sgy,/m/02v2lh,/m/04rlf,/m/06by7,/m/06w87,/m/0g12c5","['slow tempo', 'guitar lead', 'steady drumming rhythm', 'filler music', 'relaxing', 'home recording', 'chill-out music', 'modern pop', 'classic rock influences', 'amateur rock band', 'ambient music', 'groovy bass line', 'echo tones', 'relaxing', 'out of time', 'amateur playing', 'keyboard harmony', 'casual rock']","The song is an instrumental music piece. The song is slow tempo with an electric guitar playing lead with heavy echoes, steady drumming and a keyboard harmony. The song is casual and slightly out of rhythm. The song is an instrumental  with a casual listening vibe.",1,True,True
UsHtZ7Bzi0s,150,160,"/m/04rlf,/t/dd00036","['low quality', 'passionate female vocal', 'mellow piano melody', 'energetic cymbals', 'punchy kick', 'punchy snare', 'rock', 'female choir melody', 'wide electric guitar chords', 'sustained strings melody', 'smooth bass guitar', 'energetic', 'epic', 'powerful', 'video game trailers']","The low quality recording features a rock song that consists of mellow piano melody, energetic cymbals, punchy kick, punchy snare, female choir, wide electric guitar chords, sustained strings melody, smooth bass guitar and passionate female vocal singing over it. It sounds epic, powerful and energetic, like something you would hear in video games trailers.",4,False,True
UsdoUjuczY4,30,40,"/m/01qbl,/m/026t6,/m/02hnl,/m/0395lw,/m/03qtq,/m/04rlf,/m/04szw,/m/06rvn","['instrumental', 'fast tempo', 'percussion', 'cymbal rides', 'steady drumming', 'snare drums', 'cymbals', 'bass drum', 'auxiliary percussion instruments', 'tom-toms', 'floor tom-tom', 'hi-hat cymbals', 'steady drumming', 'simple drumming style', 'drum solo', 'tutorial']","This music clip is an percussionary instrument. The tempo is medium fast with steady bass drum, energetic snare drum beat and cymbal rides. This music is a youthful, punchy, energetic, simple drumming style.",7,True,True
UtCRBs5p4EQ,30,40,"/m/04rlf,/m/05lls,/m/0l14gg","['50s/60s ballad', 'string section', 'keyboard', 'upright bass bowed', 'female voice singing', 'slow tempo']",A female voice is singing with a slight opera feeling to it. A string section is playing along with her melody. An upright-bass is played with a bow providing the bassline. This song may be playing at a musical.,6,False,True
UtZofZjccBs,290,300,"/m/04rlf,/m/06_fw","['pop/rock', 'e-bass', 'acoustic drums', 'background noises', 'male voice', 'higher register', 'singing', 'medium to uptempo']",The drums are playing the kick along with an e-bass. Then 16th notes come in played on a hihat. A male singer with a higher register voice is singing loudly. The song seems to be building up before breaking into the next part. This song may be playing cruising down a hill with a skateboard.,6,True,True
Utl5it7YMUs,330,340,"/m/04rlf,/m/07s8j8t","['hard rock', 'male vocal', 'electric guitar', 'bass guitar', 'acoustic drums', 'groovy', 'raw', 'psychedelic']","This is a hard rock music piece. There is a male vocalist singing in the lead. The electric guitar is playing the main melody while a bass guitar plays in the background. The acoustic drums are playing a groovy rock beat. There is a raw,  psychedelic feel to this piece. It could be playing in the background of a rock bar.",9,False,True
Uu8m1oOWkiE,120,130,/m/0395lw,"['low quality', 'loud bells impacts', 'noisy', 'mono']",The low quality recording features a loud bell impact. The recording is noisy and in mono.,4,False,False
UvCY9FHpKC8,30,40,"/m/04rlf,/m/064t9,/t/dd00035","['pop song', 'female voices', 'quirky sounds', 'chimes', 'fast tempo', 'cartoon whistles', 'percussion', 'distortion guitars', 'upbeat song', 'dance music', 'happy mood']",This pop song features female voices singing the main melody. This is accompanied by fast paced drumming. The percussion plays a simple fast paced beat in common time. Distortion guitars play power chords. The bass plays the root notes of the chords. There are quirky sounds played in the background. A cartoon whistle is played in the background. A triangle is also heard in the background. There is the sound of a cartoon laser blast in the background. The mood of the song is happy. This song can be played during the end credits of a college comedy movie.,0,True,True
Uvn7waPvseo,30,40,"/m/01m2v,/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14qv","['jam', 'electronic', 'instrumental', 'drum machine', 'melodic', 'repeated theme', 'medium-to-high pitch pad', 'electronic drums', 'dance', 'booming', 'loud', 'crisp']",This is an instrument showcase jam. It is an electronic music piece played on a drum machine. There is a booming electronic drum beat in the rhythmic background. There is a medium-to-high pitch melodic pad repeating the same tune. The sound of the piece is crisp and loud. This piece could be used in the soundtrack of a fast-paced video game in the arcade genre. It could also be playing in the background during breaks at a sports venue.,9,False,True
UwxatzcYf9Q,30,40,"/m/04rlf,/m/0ggq0m","['piano-composition', 'acoustic piano', 'strings', 'medium to uptempo', 'dramatic', 'sad']",An acoustic piano is playing a composition that sounds sad and dramatic. At the end a loud higher pitched string is coming in. This song may be playing as an intro for a movie.,6,False,True
Ux1vBolJf5Q,50,60,"/m/015lz1,/m/04rlf,/m/06rqw","['alternative rock', 'e-guitar', 'e-bass', 'acoustic drums', 'male backing voices', 'male voice singing', 'higher register', 'old recording']",A male voice is singing in a higher register along with male background voices. An acoustic drum is playing a complex groove with a lot of fill-ins. A e-bass is holding the groove along with a e-guitar strumming single chords. This song may be playing live at a festival in the 70s.,6,False,True
Ux3YosKD-9I,30,40,"/m/01sm1g,/m/0l14md","['classical music', 'recital', 'live performance', 'instrumental', 'single instrument', 'harp', 'melodic', 'percussive', 'innovative', 'dreamy', 'calm']",This is the live recording of a classical music recital. There is a harp being played in an innovative manner that combines both the melodic and the rhythmic aspects of the instrument. The atmosphere of the piece is dreamy. It could be used in the soundtrack of a calm video game or a nature documentary.,9,False,False
UxT3KG4AHAI,0,10,"/m/01sm1g,/m/0l14md","['low quality', 'wooden percussions', 'passionate male vocal', 'harmonizing male vocals', 'dynamic', 'passionate', 'soulful', 'shimmering shakers', 'noisy', 'mono']","The low quality recording features a passionate male vocal chant, followed by harmonizing male vocals chants, after which a shimmering shaker and wooden percussion start playing. It sounds soulful, passionate and dynamic. The recording is mono and noisy.",4,False,False
UxlrI-9RtWg,210,220,/m/0l14t7,"['low quality', 'noisy', 'mono', 'resonating bowl tone', 'calming']",The low quality recording features a resonating bowl tone. It sounds calming and the recording is noisy and in mono.,4,False,False
UxrAsZ7Z09Y,520,530,"/m/02lkt,/m/04rlf,/m/07pws3f","['low quality', 'crowd screaming', 'electro song', 'loud', 'harsh', 'distorted', 'noisy', 'mono']","The low quality recording features an electro song playing, while the crowd is screaming. It sounds loud, harsh, distorted and the recording is in mono and noisy.",4,False,False
Uxyu3XwXEV8,30,40,"/m/04rlf,/m/05rwpb","['japanese pop', 'female vocal', 'melodic singing', 'keyboard', 'electric guitar', 'bass guitar', 'acoustic drums', 'melancholic', 'haunting', 'romantic']","This is a Japanese pop music piece. The music has a 70s feel to it. There is a female vocalist singing melodically at the forefront. There is a keyboard playing a melody while being backed by an electric guitar and a bass guitar. There is a simple acoustic drum beat in the rhythmic background. The piece has a melancholic, haunting atmosphere to it. This piece could be used in drama movies and TV series that take place in Japan.",9,False,True
UzAXqTsdtjY,560,570,"/m/02bxd,/m/04rlf,/m/0fd3y","['low quality', 'didgeridoo drone melody', 'wide mellow synth pad', 'light echoing percussive element', 'relaxing', 'calming']","The low quality recording features didgeridoo drone melody over wide, mellow synth pad and some light, echoing percussive element. It sound relaxing and calming - like something you'd put on while doing yoga.",4,False,True
UzDVZzIIcy8,370,380,"/m/04rlf,/t/dd00033","['low quality', 'reverberant birds chirping sound effects', 'water flowing sound effect', 'wide sustained strings melody', 'nature', 'emotional', 'calming', 'relaxing']","The low quality recording features a wide sustained strings melody and natural sound effects in the background that consist of reverberant birds chirping and water flowing sound effects. It sounds calming, relaxing and emotional.",4,False,True
UzT20Rf8RPA,30,40,"/m/04rlf,/m/07q2z82,/m/0dls3,/t/dd00067","['instrumental', 'fast tempo', 'vigorous', 'loud vocals', 'rapid', 'boisterous', 'vociferous', 'car racing sounds', 'heavy metal', 'intense bass line', 'hard hitting drums', 'keyboard harmony', 'vigorous electric guitar lead', 'male vocalist', 'impactful', 'insistent', 'youthful', 'energetic', 'enthusiastic']","A male vocalist sings this vigorous heavy metal song. The tempo is fast with intense  electric guitar lead ,hard hitting drumming, steady bass lines, keyboard harmony and vocal backup. There is a sound of racing cars at the onset of the song followed by a vigorous male vocal harmony. The song is energetic, enthusiastic, gripping, intense, vital and youthful. This song is Heavy Metal.",7,False,True
V0zQHNmz0gU,30,40,"/m/04rlf,/m/07kc_","['jazz music', 'instrumental', 'theremin', 'keyboard', 'upright bass', 'acoustic jazz drums', 'swing', 'avant-garde', 'unique', 'outer space', 'movie music']","This is an instrumental jazz music piece. The main theme is being played on a theremin while there is a keyboard and an upright bass in the melodic background. For the rhythm, there is an acoustic swing jazz drum beat. There is an avant-garde feel to this piece. It could be used in the soundtrack of a sci-fi movie or a TV show. It could also be played in the soundtracks of video games with an outer space setting.",9,False,True
V1A4wBgvPgI,250,260,"/m/03_d0,/m/04rlf,/m/04szw","['jazz', 'flugelhorn', 'saxophone', 'percussion', 'groovy bass', 'jazz guitar', 'moderate tempo', 'happy mood', 'no voices', 'instrumental']",This jazz song features the main melody played on a flugelhorn and a saxophone. Both instruments play in harmony with variations in melody. These instruments compliment each other. This is accompanied by percussion playing a jazz beat with constant strokes on the ride cymbal. The bass guitar plays a groovy bassline starting with a descending lick. This is then followed with an ascending lick to reach the higher notes before descending back. The guitar plays chords with string muting in a jazz rhythm.  The mood of this song is upbeat. This song can be played in an advertisement for a luxury car.,0,False,False
V1M3HiUz0ZQ,70,80,"/m/04rlf,/m/06_fw","['medium tempo', 'keyboard harmony', 'unimpressive', 'music filler', 'amateur audio recording', 'retro pop instrumental', 'instrumental music', 'guitar playing rhythm', 'groovy bass line', 'cowbells percussion', 'street noises', 'skateboard wheel noise', 'ambient street noises', 'aman tear audio quality', 'home video', 'groovy music', 'pop culture music', 'steady drumming rhythm']","The song is a pop band instrumental groove for an amateur home video recording. The song is medium tempo with a steady drumming rhythm, guitar lead, cowbell percussion, a percussive bass line and grunge keyboard harmony tones. The song is exciting and unimpressive like a background music track for an amateur skater video. The song is a mix of a retro pop instrumental and ambient Street noises.",1,False,True
V3Jb0Q_e_pQ,30,40,"/m/01s0vc,/m/04rlf","['hi-hat', 'zipper sound', 'kick drum', 'vinyl scratch', 'children voices', 'cowbell']","The music features a small group of children singing a repeating melody. A kick drum along with a hi-hat drives the pulse of the music. Throughout the music excerpt one can hear zipper sounds, vinyl scratches and other percussive sounds like cowbells.",2,False,True
V3Vvp5HS90k,20,30,"/m/015lz1,/m/02fxyj,/m/04rlf","['male and female voices', 'vocal harmony', 'voice effects']",The music features a group of male and female voices singing a melody in vocal harmony. Two of them are playing the melody on different pitches and at least another two are accompanying them with a rhythmic pattern that's sung with a voice effect.,2,True,True
V4YUpQKeKD4,20,30,"/m/04rlf,/m/0dwt5","['pitched marimba', 'slow motion', 'marimba', 'sound-effect', 'amateur recording']",This recording contains a marimba melody that sounds like it is being slowed down a lot. At the end there is digital sound like something heavy hitting the ground in slow motion. This is an amateur recording. This song may be playing in a videogame.,6,False,True
V5HMIxuAtv8,30,40,"/m/015lz1,/m/04rlf,/m/05lls,/m/05zppz,/m/09x0r,/m/0l14jd,/t/dd00003","['low quality', 'noisy', 'mono', 'footstep sound', 'fruity male vocal', 'crowd clapping', 'mixed harmonizing choir', 'emotional', 'passionate', 'soulful', 'live performance']","The low quality recording features a live performance of a harmonizing mixed choir, introduced by a fruity male vocal. There is a footstep and crowd clapping sound right after introduction. The recording is a bit noisy, in mono and it sounds passionate, emotional and soulful.",4,False,False
V5xL8hLFY58,30,40,"/m/04rlf,/m/04rzd,/m/0gg8l","['country blues', 'noisy', 'vintage', 'low quality', 'nostalgic', 'mono', 'flat male vocal', 'acoustic guitar melody', 'accordion melody', 'sustained brass section', 'nostalgic', 'sentimental']","The Country Blues song features a flat male vocal singing over acoustic guitar melody, accordion and a sustained brass section melody. It sounds very noisy, vintage and therefore nostalgic and sentimental - like something you would hear in an old movie.",4,False,True
V7RPmwxyhBA,60,70,"/m/02lkt,/m/04rlf","['experimental electronica', 'alternative', 'avant-garde', 'synth bass', 'high-pitched synth', 'disorganized', 'chaotic', 'random', 'schizophrenic', 'no beat']","This is an experimental electronica piece. There are various synth sounds, some at medium range and most at high range. There is a disorganized, chaotic feel to this piece. It carries an atmosphere of randomness that can be most optimistically classified as avant-garde. This piece could be used in horror movies and video games to signify a separation from reality.",9,False,True
V9EFYFKlYbE,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['hip-hop', 'dance music', 'shuffle', 'male vocal', 'flamboyant singing', 'electric guitar', 'bass', 'electronic drums', 'playful', 'groovy', 'hip', 'urban', 'energetic']","This is a hip-hop dance music piece. There is a male vocalist who is singing in a flamboyant manner. There is an electric guitar playing the melody joined by a strong bass sound. There is a groovy, urban atmosphere. This piece can be used as an accompaniment piece in modern dancing courses.",9,False,True
V9jIsOTC1lY,30,40,"/m/04rlf,/m/04szw,/m/0l156b","['steel drum band', 'acoustic drums', 'steel-drums', 'fast tempo', 'amateur recording']","This song contains an acoustic drum set playing a jazzy swing groove using kick,snare and ride. You can hear various steeldrums playing different parts of the song. One is playing as bass, others as chords in the midrange and others are playing a melody in the upper register. This song may be playing live at a local event.",6,True,True
VAqPLAgn9NI,30,40,"/m/04rlf,/t/dd00035","['hungarian hip-hop', 'rap', 'male vocal', 'rapping', 'piano sample', 'strong bass', 'electronic drums', 'hip', 'gloomy', 'urban']",This is a Hungarian hip-hop music piece. There is a male vocal rapping in the Hungarian language. There is a piano sample in the melodic background. There is also a strong bass sound. The rhythmic background has an electronic drum beat. The atmosphere is gloomy and urban. This piece could be used in the soundtrack of a crime movie or a TV series that takes place in Hungary.,9,False,False
VAqgpoyD2jc,30,40,"/m/018j2,/m/04rlf,/m/04rzd,/m/0gg8l","['amateur recording', 'banjo', 'uptempo']",Someone is strumming a banjo along with playing a lead melody. This may be playing sitting in the countryside in front of your house in the garden.,6,False,True
VB82vMSTYK0,30,40,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3","['classical', 'orchestra', 'upright bass', 'celli', 'violins/violas', 'uptempo', 'uplifting mood']",This composition contains a small orchestra playing melodies on violas and violins in the higher mid range to the higher register. The celli and the upright bass being stroked with a bow are playing a rhythmic melody part that gives the foundation of the song. This song may be playing live as a classical concert.,6,False,False
VCIN1OJkNbg,30,40,"/m/013y1f,/m/03gvt,/m/03q5t,/m/05148p4","['amateur recording', 'organ playing', 'medium/uptempo']",Someone is playing a melody along with chords in the mid range on an organ. This song may be playing in a gospel church.,6,False,False
VCozi4GDpxQ,20,30,"/m/02bxd,/m/09x0r","['instrumental', 'medium tempo', 'male voice talking', 'australian accent', 'demonstration', 'engine sound', 'ambient outdoor sounds', 'didgeridoo melody', 'didgeridoo lesson', 'didgeridoo tutorial', 'how to play didgeridoo', 'people talking', 'breeze', 'blowing raspberries', 'incessant buzz', 'vocal vibrations', 'deep sound', 'rich']","This music is instrumental. The tempos medium with vocalisation that sounds like blowing raspberries or a motor, followed by a man giving instructions on how to use this technique on a didgeridoo followed by a didgeridoo sound. There are ambient sounds in the background like people talking and gentle breeze. The didgeridoo sound is deep, rich, droning and unique. This clip is a tutorial/lesson on how to play a didgeridoo .",7,False,False
VCrnnx9jTqs,50,60,"/m/026t6,/m/02hnl,/m/02k_mr,/m/04rlf,/m/04szw,/m/06rvn,/m/07s8j8t,/m/0bm02,/m/0l14md","['tom drums', 'snare drum', 'drumming', 'drum solo']","In this clip, we hear some random drum sequences on the tom drums and snare drum of a drumkit. Towards the end, there is a slightly high pitched sound in the background that can be subtly heard.",3,False,False
VCusyLPrFCo,30,40,"/m/04rlf,/m/05rwpb,/m/05w3f,/m/074ft,/m/0gywn","['pop', 'strings', 'acoustic drums', 'piano', 'e-bass', 'acoustic drums', 'female voice singing', 'backing voices', 'medium to uptempo', 'romantic', 'cheerful']","An acoustic drum is played along with a bassline, an acoustic guitar and piano all playing the same rhythm. Strings are playing a melody in the mid range along with the female singer that gets accompanied by backing vocals singing harmonies along. This song sounds romantic and cheerful. This song may be playing at the beginning scene of a rom-com movie.",6,True,True
VDYqYuPzW8E,30,40,"/m/04rlf,/m/07gxw,/m/07s72n,/m/08cyft,/m/0fd3y,/m/0ggx5q,/m/0m0jc","['low quality', 'digital', 'repetitive synth bass', 'punchy ""4 on the floor"" kick pattern', 'mellow clapping', 'shimmering hi hats', 'subtle synth bells melody', 'loud synth lead melody', 'short snare roll', 'electro', 'energetic', 'thin']","The low quality recording features an electro song that consists of a punchy ""4 on the floor"" kick pattern, shimmering hi hats, mellow claps, repetitive synth bass, short snare roll, subtle synth bells melody and loud synth lead melody. Even though it is thin, it is still something you would hear as an energetic track in a club.",4,False,True
VG6-MlmCgzI,30,40,"/m/015vgc,/m/01c194,/m/04rlf,/m/0jtg0","['carnatic music', 'indian folk', 'sitar', 'mellow female vocals', 'traditional music', 'mid tempo', 'spiritual', 'bright']",The music fits the carnatic genre from Indian folk. A sitar plays a background melody with a certain brightness to it. A female vocalist sings a repetitive mellow melody. The aura of the song is very traditional and spiritual.,5,True,True
VHYxygh1STA,30,40,"/m/015lz1,/m/02x8m,/m/04rlf,/m/064t9,/m/074ft","['male vocalist', 'fast tempo', 'piano accompaniment', 'slightly off key vocals', 'swing', 'jazz', 'galloping beat', 'steady drumming', 'rhythmic acoustic guitar', 'mediocre audio recording', 'heavy reverb', 'funky bass line', 'enthusiastic', 'simple melody', 'groovy']","A male vocalist sings this jazz  style melody. The tempo is fast with syncopated piano accompaniment, slick drumming, groovy bass line and rhythmic acoustic guitar. The music is energetic, ambient, mellow, pleasant with a dance groove.",7,True,True
VHyXvbg6y9M,30,40,"/m/03m5k,/m/0d8_n","['amateur recording', 'harp', 'uptempo']",This audio contains someone playing a fast melody on a harp. This song may be playing as part of a video-game.,6,False,False
VJ-dpTx_3Cg,30,40,"/m/015y_n,/m/04rlf","['male voice', 'female backing vocals', 'electric guitar', 'drums', 'bass guitar', 'strings', 'slide technique', 'country genre']",The country music features a male voice singing while being backed by female vocals. The drums play a simple and repeating rhythm and together with the bass guitar drive the pulse of the music. An electric guitar plays short repeating musical phrases that incorporate the slide technique. In the background a group of strings fills the harmony and also provides a melody in the higher register.,2,False,True
VJ1RqPqF9O4,200,210,"/m/015lz1,/m/01lyv,/m/0gg8l","['pop ballad', 'female voice', 'acoustic guitar', 'bass', 'electric guitar', 'no percussion', 'no other instruments', 'pop song', 'slow tempo', 'romantic mood']",This pop ballad features a female voice singing the main melody. This is accompanied by an acoustic guitar playing chords. An electric guitar plays a descending lick after one line. There are no other instruments in this song. The mood of this song is romantic. This song can be played in a romantic movie.,0,False,False
VL6uF-XeE_A,30,40,"/m/04rlf,/t/dd00032","['instrumental music', 'keyboard accompaniment', 'chords played percussively', 'subtle medium tempo', 'tv show tune', 'show intro music', 'theme song', 'energetic', 'new age', 'poor audio quality', 'song intro', 'dance hits', 'workout music', 'high on adrenaline', 'passionate', 'no drums', 'bass line', 'keyboard harmony']",The song is an instrumental. The song is medium fast tempo with a keyboard playing chords percussively and a lower register bass line that is in harmony. The song is energetic and exciting. The song is of poor audio quality and sounds like the intro section.,1,True,True
VLjcIlZvkY0,30,40,"/m/04rlf,/m/07s2xch","['low quality', 'filtered male breathing sound effects', 'suspenseful', 'wide strings rising melody', 'intense', 'monster roar sound effects', 'male muffled screaming sound effect', 'video game']","The low quality video features a filtered male breathing sound effects, muffled male screaming sound effects, monster roar sound effects and wide strings rising melody. It sounds intense and suspenseful, almost like some old horror movie with low quality sound.",4,False,True
VM-U7MyZAck,30,40,"/m/0155w,/m/018vs,/m/04rlf,/m/06by7,/m/07sbbz2","['instrumental', 'fast tempo', 'amplified guitar', 'loud electric guitar feedback', 'sonic power', 'sonic treat', 'external amplification', 'vibrations', 'funk pop', 'youthful', 'punk rock', 'energetic drumming', 'funky bass line', 'enthusiastic electric guitar lead', 'infectious drumming', 'catchy', 'upbeat', 'vibrant', 'complex harmony', 'loud', 'enthusiastic', 'youthful', 'guitar harmony', 'funky', 'groovy', 'upbeat catchy']","This music is instrumental. The tempo is fast with an electric guitar playing a bright lead with infectious drumming and syncopated bass lines. The music is upbeat, energetic, youthful, animated, spirited, enthusiastic, groovy and funky.",7,False,True
VMWW9OX1EJM,0,10,"/m/01p970,/m/026t6,/m/0l14md","['oceans waves', 'man narrating', 'documentary', 'percussions sounds', 'medium tempo', 'keyboard harmony', 'medium tempo', 'indian percussions', 'hissing tones', 'carnatic music soundtrack', 'documentary soundtrack', 'no music', 'instrumental music', 'bad audio quality']",A man narrates a documentary in this video. The audio quality is poor with keyboard harmony and medium tempo percussions playing along with waves crashing sounds.,1,False,False
VMzn9GytUTk,30,40,"/m/0140xf,/m/04rlf,/m/074ft,/m/0ggx5q","['pop song', 'dance song', 'male voice', 'female backing voices', 'vocal harmony', 'bassline', 'percussion', 'synth effects', 'moderate tempo', 'happy song', 'foreign language', 'party song']",This pop song features a male voice singing the main melody. This is accompanied by female voices singing backing voices in harmony. The percussion plays a groovy bassline. Synth sounds are heard in the background in the form of volume swells and ring modulators. This song has a happy feel. This song is a dance song. It can be played at a house party.,0,True,True
VNjYW4OXqTs,30,40,"/m/04rlf,/m/0fd3y","['instrumental', 'fast tempo', 'synthesiser articulation', 'electric guitar melody', 'keyboard harmony', 'upbeat', 'vivacious', 'youthful', 'electric guitar feedback', 'groovy bass lines', 'intense drumming', 'animated', 'vibrant', 'catchy', 'youthful', 'upbeat vivacious', 'rock', 'synth rock', 'punk rock']","This song is an instrumental. The tempo is fast with an animated keyboard harmony, funky bass lines; groovy electric guitar melody, slick drumming and synthesiser arrangements. The instrumental is upbeat, catchy, vibrant, animated, youthful and vivacious. This song is an Electro Rock/ Synth Rock.",7,True,True
VNzEAjztgxg,30,40,"/m/01v1d8,/m/04rlf,/m/0l14qv","['drums', 'dance', 'clapping hands effect', 'techno', 'high tubey synth', 'rapid synth']","The song is a drum and bass, techno kind of song. It features percussion in the form of clapping hands and rim shots, and a high tube bass type of synth. The song is fairly up-tempo while being mellow.",3,False,True
VOWGbyg4KZY,30,40,"/m/0155w,/m/02x8m,/m/0342h,/m/03_d0,/m/042v_gx,/m/04rlf,/m/07s0s5r","['unbalanced stereo', 'audio cutout', 'groovy acoustic rhythm guitar melody', 'low quality']",The Low quality recording features a groovy acoustic rhythm guitar melody that occasionally has some audio cuts out in the stereo image - making it sound unbalanced.,4,False,True
VP1cB_AVu6c,200,210,/m/02x8m,"['r&b', 'digital drums', 'digital strings', 'sub bass', 'triangle', 'female voice singing', 'medium tempo']",This song contains a digital drum with a shaker sound and a triangle. A soft sub bass is playing along. In the background you can hear one continuous high tone from a digital string sound. Other strings and a piano are playing a simple repeating melody. The female voice is singing along with backing vocals in the background. This song may be playing loud while driving a car.,6,False,False
VRfi64fecj4,210,220,"/m/02lkt,/m/04rlf,/m/08cyft","['spanish song', 'pop dance song', 'upbeat', 'uptempo', 'male repeated punchy chanting', 'mellow and gentle female vocal', 'upbeat pop drumming']","This is an upbeat pop dance song in Spanish. The drum beat is energetic and punchy and features hi-hat hits in eighth notes throughout the clip. There's a male vocalist chanting the same phrase energetically, while the female singer calmly and coolly sings a gentle melody. The female singer's melody almost stands in contrast to the very lively beat.",3,False,False
VRxFYwbik6A,120,130,"/m/04rlf,/m/07pxg6y,/t/dd00129","['movie soundtrack', 'cinematic synth', 'sound effects', 'explosions', 'thunderstorm', 'lightning', 'automobile engine', 'dramatic', 'suspense', 'action', 'violence']","This is a piece from a movie theme. There is a cinematic synth being played to create a dramatic effect. There are a lot of sound effects such as explosions, thunderstorms, falling objects and engine sounds. The atmosphere is violent and filled with suspense. This piece could be used to lift samples from. These samples could be used to amplify movie scenes and video game sequences.",9,False,True
VSAbMy1Rlio,30,40,"/m/04rlf,/t/dd00035","['comedy', 'male vocals', 'rap-like singing', 'hindi language', 'synth bass', 'electronic drums', 'urban', 'amusing']","This is a comedy music piece. There are male vocalists singing in a rap-like manner in the Hindi language. The tune of the piece is being played by the synth bass while the rhythm is played by an electronic drum beat. There is an amusing aura to it. Due to the lyrics, this piece could be used in the soundtrack of a comedy movie involving married men.",9,False,False
VSf3_XpiPkQ,210,220,"/m/01kcd,/m/07gql","['indie folk music', 'instrumental', 'banjo', 'trombone', 'organ', 'sentimental', 'melancholic']","This is an indie folk music piece. There is a melancholic melody being played by the banjo and the trombone, then they both stop and the organ can be heard holding a note. The atmosphere is sentimental. This piece could be used in the soundtrack of a drama, especially during the scenes where people are mourning the loss of a character.",9,False,False
VTOf24hbq0A,30,40,"/m/03mb9,/m/04rlf,/m/0b9m1,/m/0ggx5q","['pop music', 'female voice', 'shouting-like singing', 'electronic drums', 'synthesizer', 'strong bass', 'romantic', 'maximalist', 'loud', 'vibrant']",This is a pop music piece. There is a female voice that sings passionately at a high volume. The rhythmic background is provided by the acoustic drums. The melody is being played by a synthesizer with a strong bass in the background. There is a vibrant and romantic feel to it. This piece could be played at weddings or in the soundtracks of romance series.,9,False,True
VTagIq90b7s,30,40,"/m/04rlf,/t/dd00037","['low quality', 'sustained synth bass', 'wide synth chords', 'low tom hits', 'mellow bells melody', 'emotional', 'powerful', 'passionate', 'soulful']","The low quality recording features wide synth chords, sustained synth bass and mellow bells melody, followed by low tom hits located in the left channel of the stereo image. It sounds emotional, passionate, powerful and soulful.",4,False,False
VV-DgnPPhSo,220,230,"/m/015lz1,/m/015vgc,/m/04rlf,/m/0ggq0m,/t/dd00004","['low quality', 'noisy', 'cover', 'reverberant passionate female vocal', 'traditional folk', 'repetitive percussive element', 'plucked strings melody', 'passionate', 'emotional', 'cultural']","The low quality recording features a cover of traditional folk song and it consists of reverberant, passionate female vocal singing over repetitive percussive instrument and plucked strings melody. It sounds passionate, cultural and emotional.",4,True,True
VV85n-ebuUU,110,120,"/m/02mscn,/m/04rlf","['male voice', 'male backing vocal harmony', 'bass guitar', 'drums']",The music features a male male voice singing a melody that repeats one time. Backing the singer are other male voices that sing in harmony. The instrumental part consists of a drum kit and a bass guitar that blend together to drive the pulse of the music forward.,2,True,True
VZJfkEet6EQ,30,40,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0g12c5","['instrumental music', 'bass guitar player', 'bass guitar solo', 'varying tempos', 'amateur play', 'practice session', 'guitar licks', 'youtube instrument tutorial', 'ambient room noises', 'poor recording quality', 'jarring string noises', 'choppy playing', 'medium tempo']",The song is an instrumental. The tempo is medium and changes as the player changes the lick. The guitar is played solo styling with jarring string action. Playing amateur music is like a music lesson. The song is a bass guitar tutorial and sounds amateurish. The audio quality is poor.,1,True,True
VZfrDZhI7BU,30,40,"/m/01hgjl,/m/04rlf,/m/06_fw","['instrumental', 'fast tempo', 'turn table', 'dj', 'dj mixer', 'tutn table motor', 'vinyl record', 'synthesiser arrangements', 'digital drumming', 'phonograph record', 'clanging whirring', 'tapping sound', 'electronic music', 'punchy', 'groovy', 'buoyant', 'dance groove']","This is electronic dance music. The tempo is fast with a turntable output, synthesiser arrangement ,digital drum beats and loud sounds of clanging, crashing and tapping superimposed on the music. The music is youthful, punchy, buoyant and enthusiastic with a dance groove. This music is EDM.",7,False,True
VZjE27e9X7o,10,20,"/m/02bxd,/m/04rlf","['low quality', 'mono', 'noisy', 'didgeridoo groovy melody', 'volume increase']",The low quality recording features a didgeridoo groovy melody that slowly increases in volume. The recording is mono and noisy.,4,False,False
Vbcy6KBJsAA,20,30,"/m/02cz_7,/m/04rlf","['low quality', 'beatboxing', 'noisy', 'hip hop', 'mono']","The low quality recording features hip hop beatboxing. The recording is noisy and in mono, as it was probably recorded with a phone.",4,True,True
Vbx6TFxSPYY,70,80,"/m/0395lw,/m/03wwcy","['low quality', 'noisy', 'mono', 'crowd noise', 'digital bell']","The low quality recording features a sound of a digital bell, followed by crowd noises in the background. The recording is noisy and in mono.",4,False,False
